event,station,time,phase,amplitude
-1,V0812,2024-08-16 11:10:40.088141000,P,7.015819198160012e-05
90,V0417,2024-08-16 11:10:17.690894443,S,6.0650968446789326e-05
152,V0117,2024-08-16 11:10:39.641129571,P,3.530807342255091e-05
184,V0810,2024-08-16 11:10:51.191240988,S,0.00011606447770129826
-1,V0402,2024-08-16 11:10:37.067496000,P,7.318080820484767e-05
107,V0307,2024-08-16 11:10:21.333700296,P,0.00027490279925403475
244,V0403,2024-08-16 11:11:14.272514077,S,3.9426059535386805e-05
172,V0414,2024-08-16 11:10:45.795101590,P,8.935362964090907e-05
242,V0510,2024-08-16 11:11:14.002470208,S,3.364514543945721e-05
271,V0506,2024-08-16 11:11:26.882676353,S,7.057091786861049e-05
150,V0508,2024-08-16 11:10:39.577186691,S,9.575434643053755e-05
78,V0407,2024-08-16 11:10:13.526708958,P,0.0003808616485898332
260,V0802,2024-08-16 11:11:21.653915412,S,4.342850295208874e-05
54,V0812,2024-08-16 11:10:02.555837645,S,4.583065950355371e-05
78,V0102,2024-08-16 11:10:13.526775241,S,5.090122832440384e-05
-1,V0410,2024-08-16 11:11:21.474732000,P,5.299489989634564e-05
-1,V0810,2024-08-16 11:09:55.265452000,S,0.00014736954104797677
140,V0810,2024-08-16 11:10:36.639848331,P,7.951680811871896e-05
-1,V0117,2024-08-16 11:11:13.422885000,P,8.44759321272363e-05
153,V0412,2024-08-16 11:10:39.760260720,P,0.00025368943499125957
239,V0805,2024-08-16 11:11:10.982142118,S,5.487566437184374e-05
-1,V0307,2024-08-16 11:10:32.465983000,S,0.00017716679863993267
103,V0807,2024-08-16 11:10:20.370889373,P,0.0006937745929413075
239,V0306,2024-08-16 11:11:10.982133678,P,0.00010007665140009431
131,V0412,2024-08-16 11:10:31.726309094,S,0.000218962442436333
195,V0805,2024-08-16 11:10:54.568796299,S,0.00016042019695618296
159,V0502,2024-08-16 11:10:41.368803256,P,8.611932627962743e-05
278,V0309,2024-08-16 11:11:28.977368907,S,3.8785774434513075e-05
254,V0812,2024-08-16 11:11:20.544973446,S,6.345185919028572e-05
0,V0305,2024-08-16 11:09:40.780807250,P,0.00012179506907398027
103,V0302,2024-08-16 11:10:20.370897796,P,0.00010013117551259466
183,V0407,2024-08-16 11:10:49.783699924,S,3.970965727324458e-05
230,V0307,2024-08-16 11:11:08.556157031,P,7.892738270409863e-05
191,V0409,2024-08-16 11:10:53.382489501,P,0.00015289596102590735
-1,V0412,2024-08-16 11:10:20.272756000,S,0.00046500676267178923
217,V0811,2024-08-16 11:11:04.094054873,P,8.193784382613199e-05
65,V0404,2024-08-16 11:10:07.630918043,S,7.531462551455038e-05
223,V0509,2024-08-16 11:11:06.565347945,S,0.00011066344924141122
263,V0505,2024-08-16 11:11:22.568002659,S,7.335059380535693e-05
83,V0410,2024-08-16 11:10:15.338398920,P,0.00014878196452214345
188,V0807,2024-08-16 11:10:52.732756588,P,0.0004981357198438325
289,V0104,2024-08-16 11:11:33.006447944,S,4.6509583731506665e-05
36,V0805,2024-08-16 11:09:56.307878830,S,4.627164220098555e-05
12,V0504,2024-08-16 11:09:46.100928806,S,0.0001103799844058464
-1,V0509,2024-08-16 11:11:05.140819000,P,0.000563595503546694
106,V0304,2024-08-16 11:10:21.286099075,P,0.00011211627772677873
237,V0409,2024-08-16 11:11:10.807991007,P,0.00014935130031470012
-1,V0510,2024-08-16 11:10:29.378750000,P,7.251615859491149e-05
131,V0302,2024-08-16 11:10:31.726299564,P,4.0743392185273954e-05
154,V0410,2024-08-16 11:10:39.842248952,P,0.00041203400755191074
-1,V0102,2024-08-16 11:11:26.861417000,S,0.00010842232621059483
71,V0417,2024-08-16 11:10:08.673377554,P,0.00022459166150393968
-1,V0509,2024-08-16 11:09:50.661116000,P,7.136982360177325e-05
106,V0410,2024-08-16 11:10:21.286106647,S,6.809646323905144e-05
218,V0417,2024-08-16 11:11:04.105737285,P,4.863222222659314e-05
247,V0805,2024-08-16 11:11:16.795953831,S,3.9755010930750637e-05
176,V0502,2024-08-16 11:10:47.437679103,S,3.481051726858528e-05
39,V0505,2024-08-16 11:09:57.969969229,S,4.405350979821274e-05
172,V0510,2024-08-16 11:10:45.795123786,S,3.6989106209006204e-05
205,V0305,2024-08-16 11:10:57.770639587,S,0.00020372851070256894
-1,V0510,2024-08-16 11:11:01.021881000,S,7.252285067411785e-05
-1,V0109,2024-08-16 11:11:06.164776000,S,2.9614149077644684e-05
-1,V0409,2024-08-16 11:11:28.832147000,P,1.974539662281185e-05
50,V0307,2024-08-16 11:10:01.660446287,S,4.92399840628945e-05
17,V0504,2024-08-16 11:09:48.320324834,S,8.581246888109714e-05
-1,V0304,2024-08-16 11:11:12.760092000,S,0.00010951359467336229
53,V0505,2024-08-16 11:10:02.360879437,P,0.0002545163470941992
225,V0506,2024-08-16 11:11:07.772271225,P,0.00014870592566009768
-1,V0505,2024-08-16 11:11:28.444651000,S,8.961872286164802e-05
17,V0805,2024-08-16 11:09:48.320325572,S,3.890620762271292e-05
-1,V0506,2024-08-16 11:11:09.729355000,P,0.0004553255628852534
190,V0812,2024-08-16 11:10:53.308188323,P,4.4823297757849024e-05
290,V0412,2024-08-16 11:11:33.147051752,S,9.532911926771773e-05
40,V0506,2024-08-16 11:09:58.339531664,P,0.0002627285502260905
166,V0412,2024-08-16 11:10:44.896149709,P,0.0003681567765278362
-1,V0117,2024-08-16 11:09:54.231159000,S,0.00043447186422907743
4,V0703,2024-08-16 11:09:41.778222722,P,7.399407293649431e-05
294,V0508,2024-08-16 11:11:36.131204077,P,0.0001304796293799824
268,V0506,2024-08-16 11:11:24.855943530,P,0.0007543002780593247
-1,V0807,2024-08-16 11:11:20.310122000,S,0.0007444859925211538
-1,V0805,2024-08-16 11:11:35.572492000,S,0.00030341414830964354
6,V0412,2024-08-16 11:09:42.986683661,S,0.00017336232547755039
217,V0509,2024-08-16 11:11:04.094055324,P,5.360039868045432e-05
225,V0509,2024-08-16 11:11:07.772292619,S,0.0001321285162460171
-1,V0504,2024-08-16 11:09:42.578166000,S,4.66300315028574e-05
18,V0807,2024-08-16 11:09:49.437868411,P,0.00021947405677495013
156,V0809,2024-08-16 11:10:40.271295845,P,6.0506834002885355e-05
53,V0409,2024-08-16 11:10:02.360882781,P,0.00016433339480942218
-1,V0303,2024-08-16 11:09:52.624107000,P,3.7772428926820484e-05
78,V0105,2024-08-16 11:10:13.526719332,P,5.0491348366776366e-05
253,V0305,2024-08-16 11:11:19.671241066,P,0.0004142372496249221
206,V0407,2024-08-16 11:10:58.436474854,P,5.1472761623454006e-05
-1,V0414,2024-08-16 11:10:23.749055000,S,0.00014092511037694364
84,V0410,2024-08-16 11:10:15.441906276,S,0.0006932807262015567
-1,V0505,2024-08-16 11:10:22.838432000,S,4.932488178451755e-05
215,V0508,2024-08-16 11:11:03.969464656,S,0.00010604043190944089
144,V0504,2024-08-16 11:10:37.465691162,P,8.832869521932842e-05
6,V0809,2024-08-16 11:09:42.986692603,S,9.065955118512657e-05
108,V0508,2024-08-16 11:10:21.556539125,P,7.677342217771825e-05
271,V0409,2024-08-16 11:11:26.882676714,P,8.65542683564344e-05
48,V0407,2024-08-16 11:10:01.225497673,S,3.965960317992409e-05
270,V0305,2024-08-16 11:11:26.806586188,P,0.0004885315432763724
260,V0117,2024-08-16 11:11:21.653877827,S,0.00010301079654883987
-1,V0510,2024-08-16 11:11:38.744881000,P,0.0002002498297505473
268,V0303,2024-08-16 11:11:24.855947137,P,0.000446754184117632
272,V0807,2024-08-16 11:11:26.951685652,S,3.94755470337523e-05
-1,V0407,2024-08-16 11:10:15.060968000,S,0.0009506058705575172
31,V0109,2024-08-16 11:09:53.774656800,P,7.284248939221424e-05
65,V0304,2024-08-16 11:10:07.630894170,S,0.00024389065030922858
48,V0308,2024-08-16 11:10:01.225485960,P,9.850765877939956e-05
-1,V0805,2024-08-16 11:10:21.371316000,S,4.25107898116321e-05
264,V0807,2024-08-16 11:11:23.037829818,P,0.00017812092017902036
239,V0307,2024-08-16 11:11:10.982139081,S,0.00013866241994125132
-1,V0412,2024-08-16 11:09:43.036667000,S,8.933561964441202e-05
-1,V0302,2024-08-16 11:10:11.765285000,P,0.00010023736632194498
216,V0812,2024-08-16 11:11:04.075031682,S,3.2590351414172296e-05
-1,V0505,2024-08-16 11:10:03.669447000,P,6.77798772526987e-05
168,V0408,2024-08-16 11:10:45.052413118,S,0.00014712003422449107
55,V0805,2024-08-16 11:10:02.785172560,P,0.00010551179184738809
-1,V0417,2024-08-16 11:10:06.303638000,S,2.734172617147243e-05
-1,V0504,2024-08-16 11:11:01.879364000,S,0.0002078821423876376
70,V0308,2024-08-16 11:10:08.650939254,S,4.8723902383392016e-05
-1,V0408,2024-08-16 11:10:05.718559000,P,5.927281207105992e-05
201,V0309,2024-08-16 11:10:55.975210652,S,6.679405886571246e-05
-1,V0808,2024-08-16 11:10:57.377293000,S,0.0002021507292307755
270,V0504,2024-08-16 11:11:26.806586602,P,4.728760332967704e-05
-1,V0410,2024-08-16 11:10:20.256371000,S,2.63798539975986e-05
70,V0505,2024-08-16 11:10:08.650926060,S,9.159730295183851e-05
98,V0304,2024-08-16 11:10:19.259673168,P,6.910520935017222e-05
282,V0414,2024-08-16 11:11:30.188183456,P,0.00017217278011503735
-1,V0703,2024-08-16 11:10:36.380007000,S,0.00011156144853157713
23,V0504,2024-08-16 11:09:50.571562807,P,0.00023992610535611262
248,V0809,2024-08-16 11:11:17.424532348,S,0.00017732000764954478
151,V0308,2024-08-16 11:10:39.613186124,P,0.00010312888159203938
265,V0303,2024-08-16 11:11:23.067559909,S,7.242972540808939e-05
-1,V0414,2024-08-16 11:09:55.749564000,S,5.860556812948584e-05
74,V0504,2024-08-16 11:10:11.354085804,S,5.947110373696825e-05
-1,V0417,2024-08-16 11:10:15.937076000,P,7.453377440070225e-05
106,V0304,2024-08-16 11:10:21.286102884,S,0.00011211627772677873
21,V0702,2024-08-16 11:09:50.467153418,S,4.321526966347598e-05
-1,V0102,2024-08-16 11:11:28.002030000,S,0.00013693788832969497
31,V0504,2024-08-16 11:09:53.774650417,S,4.6298997183555574e-05
-1,V0306,2024-08-16 11:11:23.412766000,S,9.269497254004427e-05
113,V0412,2024-08-16 11:10:24.746803112,S,8.063592732167102e-05
210,V0306,2024-08-16 11:11:02.765155236,S,0.00016470874387560376
287,V0502,2024-08-16 11:11:32.512564662,P,9.314113687361544e-05
94,V0505,2024-08-16 11:10:18.720080630,S,0.0004800543476814636
-1,V0412,2024-08-16 11:11:12.481069000,S,4.8967103094235006e-05
188,V0807,2024-08-16 11:10:52.732760762,S,0.0004981357198438325
-1,V0404,2024-08-16 11:11:06.078571000,P,0.00012050628883391454
-1,V0811,2024-08-16 11:11:37.942355000,S,2.449103999994129e-05
124,V0508,2024-08-16 11:10:29.732384995,S,6.363059481203174e-05
-1,V0102,2024-08-16 11:11:24.249056000,P,2.5364154266680708e-05
154,V0504,2024-08-16 11:10:39.842248566,P,0.0001683230721602443
160,V0303,2024-08-16 11:10:42.642203142,P,6.687541315657643e-05
124,V0417,2024-08-16 11:10:29.732377441,P,6.635764781766902e-05
-1,V0403,2024-08-16 11:10:41.360544000,S,3.570830513540497e-05
87,V0504,2024-08-16 11:10:16.417515035,P,7.249401760808293e-05
-1,V0504,2024-08-16 11:11:20.971753000,S,0.00014651232755206954
79,V0504,2024-08-16 11:10:13.532826104,P,0.00021105996996225
-1,V0509,2024-08-16 11:10:10.932156000,P,9.988429529043067e-05
281,V0306,2024-08-16 11:11:30.171204024,P,0.00011993947909219073
238,V0408,2024-08-16 11:11:10.942053133,P,9.756314595128597e-05
287,V0414,2024-08-16 11:11:32.512578514,S,8.491814366438376e-05
102,V0412,2024-08-16 11:10:19.997326893,S,0.00021323059731731428
35,V0509,2024-08-16 11:09:55.787671437,P,8.44338486358081e-05
248,V0807,2024-08-16 11:11:17.424523159,P,0.0006065178275820208
82,V0309,2024-08-16 11:10:15.274148334,P,6.581069501044413e-05
236,V0510,2024-08-16 11:11:10.609546573,P,3.276670229137098e-05
45,V0505,2024-08-16 11:10:00.468118555,P,0.00013094066723400938
-1,V0809,2024-08-16 11:10:22.646790000,S,4.733799662751943e-05
266,V0802,2024-08-16 11:11:23.548839019,S,3.665863213843573e-05
187,V0417,2024-08-16 11:10:52.371266836,S,6.442257059016212e-05
201,V0104,2024-08-16 11:10:55.975227815,S,5.94920836964721e-05
140,V0505,2024-08-16 11:10:36.639842595,P,0.00010889546019582429
-1,V0104,2024-08-16 11:11:23.409152000,S,5.262831496339795e-05
111,V0810,2024-08-16 11:10:23.784444039,S,0.00012575839947217098
-1,V0414,2024-08-16 11:10:29.877922000,S,9.620837139187951e-05
45,V0305,2024-08-16 11:10:00.468118826,P,0.0002204083967667596
78,V0302,2024-08-16 11:10:13.526707945,S,0.0006068846570890113
-1,V0812,2024-08-16 11:09:51.054783000,P,0.00022808408138318872
156,V0506,2024-08-16 11:10:40.271291779,P,5.149329917880137e-05
-1,V0809,2024-08-16 11:10:04.513097000,P,0.00018117088599600093
184,V0509,2024-08-16 11:10:51.191245926,S,0.00013918965749971105
-1,V0414,2024-08-16 11:10:53.974300000,P,6.341959729684876e-05
87,V0505,2024-08-16 11:10:16.417513411,P,3.63704696648772e-05
92,V0417,2024-08-16 11:10:17.938570400,P,3.312540797047643e-05
-1,V0506,2024-08-16 11:11:05.052037000,S,3.74404950069564e-05
117,V0412,2024-08-16 11:10:25.407592061,S,7.102616780748185e-05
253,V0809,2024-08-16 11:11:19.671245453,P,3.788682936147667e-05
54,V0509,2024-08-16 11:10:02.555830505,P,0.00014011851084671332
-1,V0408,2024-08-16 11:10:30.623619000,P,2.5678827736396393e-05
-1,V0310,2024-08-16 11:11:19.066026000,S,0.00013519265397645303
177,V0812,2024-08-16 11:10:47.929209359,S,9.634627879959253e-05
-1,V0105,2024-08-16 11:11:27.853659000,P,6.737867251687523e-05
50,V0109,2024-08-16 11:10:01.660446929,S,3.526398302539346e-05
-1,V0412,2024-08-16 11:09:53.530497000,P,0.00044374670010330233
49,V0412,2024-08-16 11:10:01.533329949,P,3.761157836843614e-05
268,V0407,2024-08-16 11:11:24.855953656,P,7.510219673012016e-05
272,V0408,2024-08-16 11:11:26.951677886,S,7.370605998245413e-05
1,V0808,2024-08-16 11:09:40.919872548,S,0.0002451197222045603
126,V0506,2024-08-16 11:10:30.514184992,S,0.00012095453031700924
172,V0410,2024-08-16 11:10:45.795101057,S,3.440624709701512e-05
261,V0809,2024-08-16 11:11:21.729001541,S,4.862753303932499e-05
13,V0307,2024-08-16 11:09:46.864379308,S,0.00016887912020666917
-1,V0306,2024-08-16 11:11:26.587564000,P,2.391864328450621e-05
-1,V0308,2024-08-16 11:11:30.299855000,S,3.871163027239551e-05
210,V0808,2024-08-16 11:11:02.765151034,P,0.00014959815857585319
249,V0308,2024-08-16 11:11:18.098078785,S,4.039931536235816e-05
63,V0504,2024-08-16 11:10:07.407609616,P,0.000291873493441728
-1,V0809,2024-08-16 11:11:05.829782000,P,0.0011433496506310092
-1,V0811,2024-08-16 11:09:47.159273000,S,0.0006419597197181929
-1,V0307,2024-08-16 11:09:46.938321000,S,0.00015976190521405624
168,V0414,2024-08-16 11:10:45.052410477,P,3.4489230600482734e-05
-1,V0304,2024-08-16 11:10:17.977000000,S,2.5384695061975514e-05
206,V0409,2024-08-16 11:10:58.436470555,S,0.0002090126799366426
161,V0303,2024-08-16 11:10:42.795456383,S,0.0003918371721727995
145,V0509,2024-08-16 11:10:37.572184028,P,5.020540039841902e-05
-1,V0702,2024-08-16 11:09:47.851996000,P,0.0001260799698884298
263,V0417,2024-08-16 11:11:22.568015332,S,3.6583822924811694e-05
285,V0303,2024-08-16 11:11:32.239188095,P,0.00024104517268411148
288,V0510,2024-08-16 11:11:32.967252158,S,4.977430453868222e-05
124,V0802,2024-08-16 11:10:29.732404716,S,8.805075272984585e-05
142,V0509,2024-08-16 11:10:36.907714178,S,6.209131146742798e-05
188,V0307,2024-08-16 11:10:52.732762865,P,0.00010851945921293643
111,V0407,2024-08-16 11:10:23.784436798,P,8.1323273396407e-05
137,V0412,2024-08-16 11:10:33.713868806,P,0.000309310127016123
21,V0414,2024-08-16 11:09:50.467124863,P,7.061141584827466e-05
-1,V0508,2024-08-16 11:10:35.239237000,S,0.0001363505701429629
89,V0809,2024-08-16 11:10:17.137118152,P,0.0001289317108204796
18,V0502,2024-08-16 11:09:49.437874122,P,5.8305950207806175e-05
119,V0308,2024-08-16 11:10:26.312802861,S,3.9290527947746215e-05
251,V0504,2024-08-16 11:11:19.575597599,S,0.00015635875542738167
244,V0307,2024-08-16 11:11:14.272496108,P,4.056697826014438e-05
58,V0304,2024-08-16 11:10:04.344293016,S,8.22629340280276e-05
99,V0809,2024-08-16 11:10:19.358656560,P,0.00027439220769406023
-1,V0805,2024-08-16 11:10:18.667168000,P,0.00032354641996100734
26,V0805,2024-08-16 11:09:51.349553501,S,0.00014932220196720784
195,V0504,2024-08-16 11:10:54.568786439,P,0.0001309676930071692
116,V0304,2024-08-16 11:10:25.224406594,P,0.00012028572486651615
-1,V0508,2024-08-16 11:10:53.190280000,P,8.841841612506792e-05
231,V0407,2024-08-16 11:11:08.895689131,P,3.633420600743842e-05
117,V0407,2024-08-16 11:10:25.407601451,S,4.339260979803578e-05
-1,V0704,2024-08-16 11:11:02.230910000,P,9.578031443893829e-05
23,V0810,2024-08-16 11:09:50.571570549,P,0.00011303828958446906
152,V0302,2024-08-16 11:10:39.641132098,P,0.00012712966048906724
198,V0402,2024-08-16 11:10:55.265505633,P,3.473236566904798e-05
17,V0109,2024-08-16 11:09:48.320331609,S,4.617506505368271e-05
-1,V0802,2024-08-16 11:10:16.269267000,P,0.000374197012834294
53,V0303,2024-08-16 11:10:02.360895763,S,0.0001260224886655875
71,V0305,2024-08-16 11:10:08.673370525,P,0.00026075456114698557
26,V0805,2024-08-16 11:09:51.349542200,P,0.00014932220196720784
278,V0404,2024-08-16 11:11:28.977375079,S,4.7474933710940284e-05
-1,V0802,2024-08-16 11:10:17.420154000,P,6.442622689361256e-05
51,V0117,2024-08-16 11:10:01.808583212,P,0.0001753509995671378
-1,V0305,2024-08-16 11:10:30.674109000,S,0.00014182583432996898
-1,V0309,2024-08-16 11:10:24.845805000,P,5.110394295272144e-05
-1,V0109,2024-08-16 11:10:36.981430000,P,8.517584519990538e-05
226,V0307,2024-08-16 11:11:07.781093110,P,4.38563238611565e-05
230,V0506,2024-08-16 11:11:08.556153072,P,0.00010553605180125948
-1,V0702,2024-08-16 11:11:35.191880000,S,7.493294989107199e-05
95,V0308,2024-08-16 11:10:18.789977897,S,4.569082466216175e-05
143,V0407,2024-08-16 11:10:37.198914656,P,4.1170963149607094e-05
-1,V0109,2024-08-16 11:11:17.779117000,S,0.00029657053124405245
26,V0808,2024-08-16 11:09:51.349542404,P,0.000284962089072314
298,V0304,2024-08-16 11:11:37.376527918,S,9.037130074687529e-05
107,V0504,2024-08-16 11:10:21.333685166,P,5.0924027572249946e-05
215,V0306,2024-08-16 11:11:03.969466957,P,8.828072659274245e-05
261,V0508,2024-08-16 11:11:21.728995352,P,0.0001641942842771536
-1,V0502,2024-08-16 11:11:17.667914000,P,0.0006211554998148596
90,V0811,2024-08-16 11:10:17.690904380,S,4.518597694084421e-05
178,V0304,2024-08-16 11:10:48.003947397,P,3.745839984133515e-05
277,V0304,2024-08-16 11:11:28.949766053,S,0.00020880772064588507
295,V0117,2024-08-16 11:11:36.221865623,S,0.0001446581843434769
-1,V0305,2024-08-16 11:09:51.924047000,S,5.771599447214367e-05
299,V0305,2024-08-16 11:11:37.584500072,P,5.471341407305616e-05
72,V0117,2024-08-16 11:10:10.400389543,P,9.566170292747795e-05
-1,V0302,2024-08-16 11:10:38.653604000,P,0.00013072270679737348
70,V0307,2024-08-16 11:10:08.650927129,P,6.644221364471231e-05
238,V0404,2024-08-16 11:11:10.942073585,S,6.50880797066759e-05
267,V0409,2024-08-16 11:11:24.550112776,S,0.00040703643038863526
273,V0409,2024-08-16 11:11:28.719923953,S,0.0001069978554119389
25,V0408,2024-08-16 11:09:51.279279671,P,0.00017804045576590678
-1,V0805,2024-08-16 11:10:01.086908000,P,0.0004137434518710329
216,V0409,2024-08-16 11:11:04.075014560,S,9.835986961911051e-05
168,V0811,2024-08-16 11:10:45.052422936,S,4.316325324735164e-05
100,V0805,2024-08-16 11:10:19.534842133,S,0.0001762424261001992
97,V0809,2024-08-16 11:10:19.236148268,S,8.017814563335674e-05
275,V0509,2024-08-16 11:11:28.857434475,S,7.791516466418378e-05
78,V0812,2024-08-16 11:10:13.526707419,P,0.00011636669167006659
-1,V0808,2024-08-16 11:10:05.882651000,P,2.599296990224116e-05
252,V0414,2024-08-16 11:11:19.616141388,S,0.00011842212339560181
-1,V0417,2024-08-16 11:11:39.664662000,S,0.00034951890987844944
281,V0305,2024-08-16 11:11:30.171200582,P,8.00514758138399e-05
291,V0810,2024-08-16 11:11:34.221130396,P,5.25525230004621e-05
150,V0506,2024-08-16 11:10:39.577180937,P,0.00016021733461541357
114,V0505,2024-08-16 11:10:24.897495321,P,0.00015960892311082074
104,V0805,2024-08-16 11:10:20.966339721,P,7.7716719171429e-05
-1,V0505,2024-08-16 11:10:52.122715000,P,7.739684654627092e-05
163,V0305,2024-08-16 11:10:43.704905673,P,0.00012253054866930016
-1,V0505,2024-08-16 11:11:25.829002000,S,4.676910489761106e-05
186,V0303,2024-08-16 11:10:52.012694740,P,9.006959423587917e-05
64,V0502,2024-08-16 11:10:07.432397429,P,4.5284967112195796e-05
81,V0811,2024-08-16 11:10:14.871400963,P,5.718236777056151e-05
164,V0308,2024-08-16 11:10:43.959589048,S,5.694930699354031e-05
162,V0304,2024-08-16 11:10:43.062786411,S,8.187640588919388e-05
-1,V0807,2024-08-16 11:11:31.801864000,P,4.0125247893945855e-05
107,V0104,2024-08-16 11:10:21.333695542,P,4.181535469468427e-05
207,V0412,2024-08-16 11:11:00.560026732,P,0.0010784220372365093
117,V0703,2024-08-16 11:10:25.407610958,S,3.4157631450130294e-05
26,V0303,2024-08-16 11:09:51.349542127,S,0.00018593574755262855
94,V0306,2024-08-16 11:10:18.720085711,S,3.843123670547065e-05
172,V0304,2024-08-16 11:10:45.795096168,P,9.103296466621809e-05
120,V0414,2024-08-16 11:10:26.828103298,S,0.00011689153474052193
-1,V0306,2024-08-16 11:11:07.425721000,P,0.00012560247297804743
25,V0402,2024-08-16 11:09:51.279283207,P,4.2962839431074726e-05
-1,V0506,2024-08-16 11:10:15.737769000,P,0.00026550305480713935
